goal_index,goal_id,district_indicator_desc,district_indicator_master_id,,indicators_value,district,district_name,valueyear,delete_flag
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,99.94,99.94,DT09,Dhamtari,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,14,14,DT09,Dhamtari,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,88,88,DT09,Dhamtari,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,162,166,DT09,Dhamtari,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,30.25,30.25,DT09,Dhamtari,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,7,17.92,DT09,Dhamtari,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,56.05,7,DT09,Dhamtari,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,88.86,88.86,DT09,Dhamtari,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,68.56,68.56,DT09,Dhamtari,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,78,78,DT09,Dhamtari,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,8.16,8.16,DT09,Dhamtari,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,16.51,15.86,DT09,Dhamtari,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT09,Dhamtari,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,95.23,95.23,DT09,Dhamtari,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,95.63,95.63,DT09,Dhamtari,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,15.12,15.12,DT09,Dhamtari,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,2.49,38.78,DT09,Dhamtari,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,1120,962,DT09,Dhamtari,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,38.78,2.49,DT09,Dhamtari,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,55.69,55.69,DT09,Dhamtari,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,4.5,2.2,DT09,Dhamtari,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,17.25,17.25,DT09,Dhamtari,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,74.3,74.35,DT09,Dhamtari,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,100,100,DT09,Dhamtari,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,98.54,98.54,DT09,Dhamtari,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,100,100,DT09,Dhamtari,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT09,Dhamtari,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT09,Dhamtari,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT09,Dhamtari,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,98.03,98.03,DT09,Dhamtari,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,72.93,72.93,DT09,Dhamtari,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT09,Dhamtari,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT09,Dhamtari,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,100,100,DT09,Dhamtari,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,74.4,14,DT09,Dhamtari,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,31.28,11.5,DT09,Dhamtari,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,14,53.34,DT09,Dhamtari,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,11.5,72.1,DT09,Dhamtari,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,53.34,30.61,DT09,Dhamtari,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,100,100,DT09,Dhamtari,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,1.31619359,1.32,DT09,Dhamtari,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,56.61,56.61,DT09,Dhamtari,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,23.25,23.25,DT09,Dhamtari,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,10.62,10.62,DT09,Dhamtari,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,7,7,DT09,Dhamtari,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,4,4,DT09,Dhamtari,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,17.92,56.05,DT09,Dhamtari,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT09,Dhamtari,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,100,100,DT09,Dhamtari,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT09,Dhamtari,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT09,Dhamtari,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,58.14,58.14,DT09,Dhamtari,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT09,Dhamtari,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,100,100,DT09,Dhamtari,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,55,54,DT09,Dhamtari,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT09,Dhamtari,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT09,Dhamtari,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,1.4,1.61,DT09,Dhamtari,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,38.63,38.63,DT09,Dhamtari,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,6.51,6.481,DT09,Dhamtari,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,2,2,DT09,Dhamtari,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0.11,0.11,DT09,Dhamtari,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,49.23,49.23,DT09,Dhamtari,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,23.85,23.85,DT09,Dhamtari,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,1.81,1.81,DT09,Dhamtari,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT09,Dhamtari,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,120.6,98.7,DT09,Dhamtari,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,98.7,120.6,DT09,Dhamtari,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,101.27,101.32,DT09,Dhamtari,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.01,0.014,DT10,Durg,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,67,67,DT10,Durg,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,5.53,5.53,DT10,Durg,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,100,94.12,DT10,Durg,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,40.48,32,DT10,Durg,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,23.65,32.29,DT10,Durg,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,8.04,27.7,DT10,Durg,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,99,99,DT10,Durg,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,24.14,28.66,DT10,Durg,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,41.2,41.2,DT10,Durg,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,56.1,56.08,DT10,Durg,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,3009,3009,DT10,Durg,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,1248,1248,DT10,Durg,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,99.81,99.81,DT10,Durg,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,43,48,DT10,Durg,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,88,82.7,DT10,Durg,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,206,244,DT10,Durg,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,27.7,27.7,DT10,Durg,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,4,15.79,DT10,Durg,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,66,3.48,DT10,Durg,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,99.4,99.4,DT10,Durg,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,65.38,65.38,DT10,Durg,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,61,61,DT10,Durg,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,9.84,9.84,DT10,Durg,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,34.68,35.81,DT10,Durg,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,99.81,99.81,DT10,Durg,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,88.41,88.41,DT10,Durg,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,98.65,98.65,DT10,Durg,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,15.92,15.92,DT10,Durg,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,14.21,76.03,DT10,Durg,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,880,880,DT10,Durg,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,76.03,14.21,DT10,Durg,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,52.7,52.7,DT10,Durg,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,4.9,4.9,DT10,Durg,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,15.62,15.62,DT10,Durg,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,58.21,58.18,DT10,Durg,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,70,77,DT10,Durg,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,94.43,94.43,DT10,Durg,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,80,80,DT10,Durg,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT10,Durg,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT10,Durg,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT10,Durg,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,98.91,98.91,DT10,Durg,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,82.76,82.76,DT10,Durg,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT10,Durg,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT10,Durg,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,99,99,DT10,Durg,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,80.08,17.19,DT10,Durg,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,22.5,26.77,DT10,Durg,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,17.19,57.38,DT10,Durg,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,26.77,69.5,DT10,Durg,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,57.38,23.89,DT10,Durg,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,100,100,DT10,Durg,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,5.109535273,5.11,DT10,Durg,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,74.11,74.11,DT10,Durg,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,7.45,7.45,DT10,Durg,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,7.89,7.89,DT10,Durg,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,10,10,DT10,Durg,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,12,12,DT10,Durg,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,15.79,66,DT10,Durg,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT10,Durg,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,64,64,DT10,Durg,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT10,Durg,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,146,146,DT10,Durg,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,56,56,DT10,Durg,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT10,Durg,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,4.49,4.49,DT10,Durg,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,23.8,23.8,DT10,Durg,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT10,Durg,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT10,Durg,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,0.6,0.58,DT10,Durg,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,52.99,52.99,DT10,Durg,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,0.14,0.1282,DT10,Durg,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0,0,DT10,Durg,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0.1,0.1,DT10,Durg,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,90.35,90.35,DT10,Durg,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,48.6,48.6,DT10,Durg,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,3.33,3.33,DT10,Durg,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,1,1,DT10,Durg,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,113.2,92.6,DT10,Durg,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,92.6,113.2,DT10,Durg,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,101.4,101.45,DT10,Durg,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.07,0.072,DT11,Gariaband,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,79.8,79.8,DT11,Gariaband,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,11.08,11.08,DT11,Gariaband,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,100,95.8,DT11,Gariaband,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,29,29.51,DT11,Gariaband,2023,N
